,X,column_names,site_pos,core_pos,depth_pos,depth_m,Label,Def1,season,year,site,depth,core,mag.vec,duration
3540,3540,TOOL_507_002,TOOL,2,507,-0.56,Keep,0,activelayer,2,TOOL,507,2,0.5,24
3541,3541,TOOL_507_003,TOOL,3,507,-0.56,Keep,0,activelayer,2,TOOL,507,3,0.5,24
3542,3542,TOOL_507_004,TOOL,4,507,-0.56,Keep,0,activelayer,2,TOOL,507,4,0.5,24
4992,4992,BARR_501_001,BARR,1,501,-0.02,Keep,1,activelayer,2,BARR,501,1,1,24
4993,4993,BARR_501_002,BARR,2,501,-0.02,Keep,1,activelayer,2,BARR,501,2,1,24
4994,4994,BARR_501_003,BARR,3,501,-0.01,Keep,1,activelayer,2,BARR,501,3,1,24
4995,4995,BARR_501_004,BARR,4,501,-0.02,Exclude,NA,activelayer,2,BARR,501,4,1,24
4996,4996,BARR_501_005,BARR,5,501,-0.02,Keep,1,activelayer,2,BARR,501,5,1,24
4997,4997,BARR_502_001,BARR,1,502,-0.06,Keep,2,activelayer,2,BARR,502,1,1,24
4998,4998,BARR_502_002,BARR,2,502,-0.06,Keep,1,activelayer,2,BARR,502,2,1,24
4999,4999,BARR_502_003,BARR,3,502,-0.05,Keep,2,activelayer,2,BARR,502,3,1,24
5000,5000,BARR_502_004,BARR,4,502,-0.06,Keep,1,activelayer,2,BARR,502,4,1,24
5001,5001,BARR_502_005,BARR,5,502,-0.06,Keep,1,activelayer,2,BARR,502,5,1,24
5002,5002,BARR_503_001,BARR,1,503,-0.16,Exclude,NA,activelayer,2,BARR,503,1,1,24
5003,5003,BARR_503_002,BARR,2,503,-0.16,Exclude,NA,activelayer,2,BARR,503,2,1,24
5004,5004,BARR_503_003,BARR,3,503,-0.15,Keep,0,activelayer,2,BARR,503,3,1,24
5005,5005,BARR_503_004,BARR,4,503,-0.16,Keep,0,activelayer,2,BARR,503,4,1,24
5006,5006,BARR_503_005,BARR,5,503,-0.16,Keep,1,activelayer,2,BARR,503,5,1,24
5007,5007,BARR_504_001,BARR,1,504,-0.26,Keep,0,activelayer,2,BARR,504,1,1,24
5008,5008,BARR_504_002,BARR,2,504,-0.26,Exclude,NA,activelayer,2,BARR,504,2,1,24
5009,5009,BARR_504_003,BARR,3,504,-0.25,Keep,0,activelayer,2,BARR,504,3,1,24
5010,5010,BARR_504_004,BARR,4,504,-0.26,Keep,0,activelayer,2,BARR,504,4,1,24
5011,5011,BARR_504_005,BARR,5,504,-0.26,Keep,0,activelayer,2,BARR,504,5,1,24
5012,5012,BARR_505_001,BARR,1,505,-0.36,Keep,0,activelayer,2,BARR,505,1,1,24
5013,5013,BARR_505_002,BARR,2,505,-0.36,Exclude,NA,activelayer,2,BARR,505,2,1,24
5014,5014,BARR_505_003,BARR,3,505,-0.35,Keep,0,activelayer,2,BARR,505,3,1,24
5015,5015,BARR_505_004,BARR,4,505,-0.36,Keep,0,activelayer,2,BARR,505,4,1,24
5016,5016,BARR_505_005,BARR,5,505,-0.36,Keep,0,activelayer,2,BARR,505,5,1,24
5017,5017,BARR_506_001,BARR,1,506,-0.56,Keep,0,activelayer,2,BARR,506,1,1,24
5018,5018,BARR_506_002,BARR,2,506,-0.56,Keep,0,activelayer,2,BARR,506,2,1,24
5019,5019,BARR_506_003,BARR,3,506,-0.55,Keep,0,activelayer,2,BARR,506,3,1,24
5020,5020,BARR_506_004,BARR,4,506,-0.56,Keep,0,activelayer,2,BARR,506,4,1,24
5021,5021,BARR_506_005,BARR,5,506,-0.56,Exclude,NA,activelayer,2,BARR,506,5,1,24
5022,5022,BARR_507_001,BARR,1,507,-0.86,Keep,0,activelayer,2,BARR,507,1,1,24
5023,5023,BARR_507_002,BARR,2,507,-0.86,Keep,0,activelayer,2,BARR,507,2,1,24
5024,5024,BARR_507_003,BARR,3,507,-0.85,Keep,0,activelayer,2,BARR,507,3,1,24
5025,5025,BARR_507_004,BARR,4,507,-0.86,Keep,0,activelayer,2,BARR,507,4,1,24
5026,5026,BARR_507_005,BARR,5,507,-0.86,Keep,0,activelayer,2,BARR,507,5,1,24
5027,5027,BARR_508_001,BARR,1,508,-1.36,Keep,0,activelayer,2,BARR,508,1,1,24
5028,5028,BARR_508_002,BARR,2,508,-1.36,Keep,0,activelayer,2,BARR,508,2,1,24
5029,5029,BARR_508_003,BARR,3,508,-1.35,Keep,0,activelayer,2,BARR,508,3,1,24
5030,5030,BARR_508_004,BARR,4,508,-1.36,Keep,0,activelayer,2,BARR,508,4,1,24
5031,5031,BARR_508_005,BARR,5,508,-1.36,Keep,0,activelayer,2,BARR,508,5,1,24
5032,5032,BARR_509_001,BARR,1,509,-1.76,Keep,0,activelayer,2,BARR,509,1,1,24
5033,5033,BARR_509_002,BARR,2,509,-2.26,Keep,0,activelayer,2,BARR,509,2,1,24
5034,5034,BARR_509_003,BARR,3,509,-1.75,Keep,0,activelayer,2,BARR,509,3,1,24
5035,5035,BARR_509_004,BARR,4,509,-1.96,Keep,0,activelayer,2,BARR,509,4,1,24
5036,5036,BARR_509_005,BARR,5,509,-1.86,Keep,0,activelayer,2,BARR,509,5,1,24
5037,5037,BONA_501_001,BONA,1,501,-0.02,Keep,4,activelayer,2,BONA,501,1,1,24
5038,5038,BONA_501_002,BONA,2,501,-0.01,Keep,4,activelayer,2,BONA,501,2,1,24
5039,5039,BONA_501_003,BONA,3,501,-0.02,Keep,4,activelayer,2,BONA,501,3,1,24
5040,5040,BONA_501_004,BONA,4,501,-0.02,Keep,3,activelayer,2,BONA,501,4,1,24
5041,5041,BONA_501_005,BONA,5,501,-0.03,Keep,2,activelayer,2,BONA,501,5,1,24
5042,5042,BONA_502_001,BONA,1,502,-0.06,Keep,4,activelayer,2,BONA,502,1,1,24
5043,5043,BONA_502_002,BONA,2,502,-0.05,Keep,2,activelayer,2,BONA,502,2,1,24
5044,5044,BONA_502_003,BONA,3,502,-0.06,Keep,4,activelayer,2,BONA,502,3,1,24
5045,5045,BONA_502_004,BONA,4,502,-0.06,Keep,2,activelayer,2,BONA,502,4,1,24
5046,5046,BONA_502_005,BONA,5,502,-0.07,Keep,2,activelayer,2,BONA,502,5,1,24
5047,5047,BONA_503_001,BONA,1,503,-0.16,Keep,2,activelayer,2,BONA,503,1,1,24
5048,5048,BONA_503_002,BONA,2,503,-0.15,Keep,2,activelayer,2,BONA,503,2,1,24
5049,5049,BONA_503_003,BONA,3,503,-0.16,Keep,2,activelayer,2,BONA,503,3,1,24
5050,5050,BONA_503_004,BONA,4,503,-0.16,Keep,1,activelayer,2,BONA,503,4,1,24
5051,5051,BONA_503_005,BONA,5,503,-0.17,Keep,2,activelayer,2,BONA,503,5,1,24
5052,5052,BONA_504_001,BONA,1,504,-0.26,Keep,1,activelayer,2,BONA,504,1,1,24
5053,5053,BONA_504_002,BONA,2,504,-0.25,Keep,1,activelayer,2,BONA,504,2,1,24
5054,5054,BONA_504_003,BONA,3,504,-0.26,Keep,0,activelayer,2,BONA,504,3,1,24
5055,5055,BONA_504_004,BONA,4,504,-0.26,Keep,0,activelayer,2,BONA,504,4,1,24
5056,5056,BONA_504_005,BONA,5,504,-0.27,Exclude,NA,activelayer,2,BONA,504,5,1,24
5057,5057,BONA_505_001,BONA,1,505,-0.46,Keep,0,activelayer,2,BONA,505,1,1,24
5058,5058,BONA_505_002,BONA,2,505,-0.45,Keep,0,activelayer,2,BONA,505,2,1,24
5059,5059,BONA_505_003,BONA,3,505,-0.46,Keep,0,activelayer,2,BONA,505,3,1,24
5060,5060,BONA_505_004,BONA,4,505,-0.46,Keep,0,activelayer,2,BONA,505,4,1,24
5061,5061,BONA_505_005,BONA,5,505,-0.47,Keep,0,activelayer,2,BONA,505,5,1,24
5062,5062,BONA_506_001,BONA,1,506,-0.76,Keep,0,activelayer,2,BONA,506,1,1,24
5063,5063,BONA_506_002,BONA,2,506,-0.75,Keep,0,activelayer,2,BONA,506,2,1,24
5064,5064,BONA_506_003,BONA,3,506,-0.76,Keep,0,activelayer,2,BONA,506,3,1,24
5065,5065,BONA_506_004,BONA,4,506,-0.76,Keep,0,activelayer,2,BONA,506,4,1,24
5066,5066,BONA_506_005,BONA,5,506,-0.77,Keep,0,activelayer,2,BONA,506,5,1,24
5067,5067,BONA_507_001,BONA,1,507,-1.06,Keep,0,activelayer,2,BONA,507,1,1,24
5068,5068,BONA_507_002,BONA,2,507,-1.05,Keep,0,activelayer,2,BONA,507,2,1,24
5069,5069,BONA_507_003,BONA,3,507,-1.06,Keep,0,activelayer,2,BONA,507,3,1,24
5070,5070,BONA_507_004,BONA,4,507,-1.06,Keep,0,activelayer,2,BONA,507,4,1,24
5071,5071,BONA_507_005,BONA,5,507,-1.07,Keep,0,activelayer,2,BONA,507,5,1,24
5072,5072,BONA_508_001,BONA,1,508,-1.56,Keep,0,activelayer,2,BONA,508,1,1,24
5073,5073,BONA_508_002,BONA,2,508,-1.55,Keep,0,activelayer,2,BONA,508,2,1,24
5074,5074,BONA_508_003,BONA,3,508,-1.56,Keep,0,activelayer,2,BONA,508,3,1,24
5075,5075,BONA_508_004,BONA,4,508,-1.56,Keep,0,activelayer,2,BONA,508,4,1,24
5076,5076,BONA_508_005,BONA,5,508,-1.57,Keep,0,activelayer,2,BONA,508,5,1,24
5077,5077,BONA_509_001,BONA,1,509,-1.86,Keep,0,activelayer,2,BONA,509,1,1,24
5078,5078,BONA_509_002,BONA,2,509,-1.85,Keep,0,activelayer,2,BONA,509,2,1,24
5079,5079,BONA_509_003,BONA,3,509,-1.86,Keep,0,activelayer,2,BONA,509,3,1,24
5080,5080,BONA_509_004,BONA,4,509,-1.96,Keep,0,activelayer,2,BONA,509,4,1,24
5081,5081,BONA_509_005,BONA,5,509,-2.07,Keep,0,activelayer,2,BONA,509,5,1,24
5082,5082,HEAL_501_001,HEAL,1,501,-0.03,Keep,5,activelayer,2,HEAL,501,1,1,24
5083,5083,HEAL_501_002,HEAL,2,501,-0.02,Keep,5,activelayer,2,HEAL,501,2,1,24
5084,5084,HEAL_501_003,HEAL,3,501,-0.02,Exclude,NA,activelayer,2,HEAL,501,3,1,24
5085,5085,HEAL_501_004,HEAL,4,501,-0.02,Keep,5,activelayer,2,HEAL,501,4,1,24
5086,5086,HEAL_501_005,HEAL,5,501,-0.02,Keep,6,activelayer,2,HEAL,501,5,1,24
5087,5087,HEAL_502_001,HEAL,1,502,-0.07,Keep,5,activelayer,2,HEAL,502,1,1,24
5088,5088,HEAL_502_002,HEAL,2,502,-0.06,Keep,5,activelayer,2,HEAL,502,2,1,24
5089,5089,HEAL_502_003,HEAL,3,502,-0.06,Keep,5,activelayer,2,HEAL,502,3,1,24
5090,5090,HEAL_502_004,HEAL,4,502,-0.06,Keep,5,activelayer,2,HEAL,502,4,1,24
5091,5091,HEAL_502_005,HEAL,5,502,-0.06,Keep,5,activelayer,2,HEAL,502,5,1,24
5092,5092,HEAL_503_001,HEAL,1,503,-0.17,Keep,5,activelayer,2,HEAL,503,1,1,24
5093,5093,HEAL_503_002,HEAL,2,503,-0.16,Keep,4,activelayer,2,HEAL,503,2,1,24
5094,5094,HEAL_503_003,HEAL,3,503,-0.16,Keep,5,activelayer,2,HEAL,503,3,1,24
5095,5095,HEAL_503_004,HEAL,4,503,-0.16,Keep,4,activelayer,2,HEAL,503,4,1,24
5096,5096,HEAL_503_005,HEAL,5,503,-0.16,Keep,4,activelayer,2,HEAL,503,5,1,24
5097,5097,HEAL_504_001,HEAL,1,504,-0.27,Keep,4,activelayer,2,HEAL,504,1,1,24
5098,5098,HEAL_504_002,HEAL,2,504,-0.26,Keep,0,activelayer,2,HEAL,504,2,1,24
5099,5099,HEAL_504_003,HEAL,3,504,-0.26,Keep,4,activelayer,2,HEAL,504,3,1,24
5100,5100,HEAL_504_004,HEAL,4,504,-0.26,Keep,4,activelayer,2,HEAL,504,4,1,24
5101,5101,HEAL_504_005,HEAL,5,504,-0.26,Keep,5,activelayer,2,HEAL,504,5,1,24
5102,5102,HEAL_505_001,HEAL,1,505,-0.37,Keep,2,activelayer,2,HEAL,505,1,1,24
5103,5103,HEAL_505_002,HEAL,2,505,-0.36,Exclude,NA,activelayer,2,HEAL,505,2,1,24
5104,5104,HEAL_505_003,HEAL,3,505,-0.36,Keep,0,activelayer,2,HEAL,505,3,1,24
5105,5105,HEAL_505_004,HEAL,4,505,-0.36,Keep,3,activelayer,2,HEAL,505,4,1,24
5106,5106,HEAL_505_005,HEAL,5,505,-0.36,Keep,2,activelayer,2,HEAL,505,5,1,24
5107,5107,HEAL_506_001,HEAL,1,506,-0.47,Keep,0,activelayer,2,HEAL,506,1,1,24
5108,5108,HEAL_506_002,HEAL,2,506,-0.46,Keep,0,activelayer,2,HEAL,506,2,1,24
5109,5109,HEAL_506_003,HEAL,3,506,-0.46,Keep,0,activelayer,2,HEAL,506,3,1,24
5110,5110,HEAL_506_004,HEAL,4,506,-0.46,Exclude,NA,activelayer,2,HEAL,506,4,1,24
5111,5111,HEAL_506_005,HEAL,5,506,-0.46,Keep,0,activelayer,2,HEAL,506,5,1,24
5112,5112,HEAL_507_001,HEAL,1,507,-0.67,Exclude,NA,activelayer,2,HEAL,507,1,1,24
5113,5113,HEAL_507_002,HEAL,2,507,-0.66,Keep,0,activelayer,2,HEAL,507,2,1,24
5114,5114,HEAL_507_003,HEAL,3,507,-0.66,Keep,0,activelayer,2,HEAL,507,3,1,24
5115,5115,HEAL_507_004,HEAL,4,507,-0.66,Keep,0,activelayer,2,HEAL,507,4,1,24
5116,5116,HEAL_507_005,HEAL,5,507,-0.66,Keep,0,activelayer,2,HEAL,507,5,1,24
5117,5117,HEAL_508_001,HEAL,1,508,-0.97,Exclude,NA,activelayer,2,HEAL,508,1,1,24
5118,5118,HEAL_508_002,HEAL,2,508,-0.96,Keep,0,activelayer,2,HEAL,508,2,1,24
5119,5119,HEAL_508_003,HEAL,3,508,-0.96,Keep,0,activelayer,2,HEAL,508,3,1,24
5120,5120,HEAL_508_004,HEAL,4,508,-0.96,Keep,0,activelayer,2,HEAL,508,4,1,24
5121,5121,HEAL_508_005,HEAL,5,508,-0.96,Keep,0,activelayer,2,HEAL,508,5,1,24
5122,5122,HEAL_509_001,HEAL,1,509,-1.57,Keep,0,activelayer,2,HEAL,509,1,1,24
5123,5123,HEAL_509_002,HEAL,2,509,-1.36,Keep,0,activelayer,2,HEAL,509,2,1,24
5124,5124,HEAL_509_003,HEAL,3,509,-1.26,Keep,0,activelayer,2,HEAL,509,3,1,24
5125,5125,HEAL_509_004,HEAL,4,509,-1.66,Keep,0,activelayer,2,HEAL,509,4,1,24
5126,5126,HEAL_509_005,HEAL,5,509,-1.26,Keep,0,activelayer,2,HEAL,509,5,1,24
5127,5127,TOOL_501_001,TOOL,1,501,-0.02,Keep,0,activelayer,2,TOOL,501,1,1,24
5128,5128,TOOL_501_002,TOOL,2,501,-0.02,Keep,0,activelayer,2,TOOL,501,2,1,24
5129,5129,TOOL_501_003,TOOL,3,501,-0.02,Keep,2,activelayer,2,TOOL,501,3,1,24
5130,5130,TOOL_501_004,TOOL,4,501,-0.02,Keep,0,activelayer,2,TOOL,501,4,1,24
5131,5131,TOOL_501_005,TOOL,5,501,-0.02,Keep,0,activelayer,2,TOOL,501,5,1,24
5132,5132,TOOL_502_001,TOOL,1,502,-0.06,Keep,0,activelayer,2,TOOL,502,1,1,24
5133,5133,TOOL_502_002,TOOL,2,502,-0.06,Keep,0,activelayer,2,TOOL,502,2,1,24
5134,5134,TOOL_502_003,TOOL,3,502,-0.06,Keep,0,activelayer,2,TOOL,502,3,1,24
5135,5135,TOOL_502_004,TOOL,4,502,-0.06,Keep,1,activelayer,2,TOOL,502,4,1,24
5136,5136,TOOL_502_005,TOOL,5,502,-0.06,Keep,0,activelayer,2,TOOL,502,5,1,24
5137,5137,TOOL_503_001,TOOL,1,503,-0.16,Keep,0,activelayer,2,TOOL,503,1,1,24
5138,5138,TOOL_503_002,TOOL,2,503,-0.16,Keep,0,activelayer,2,TOOL,503,2,1,24
5139,5139,TOOL_503_003,TOOL,3,503,-0.16,Keep,0,activelayer,2,TOOL,503,3,1,24
5140,5140,TOOL_503_004,TOOL,4,503,-0.16,Keep,0,activelayer,2,TOOL,503,4,1,24
5141,5141,TOOL_504_002,TOOL,2,504,-0.26,Keep,0,activelayer,2,TOOL,504,2,1,24
5142,5142,TOOL_504_003,TOOL,3,504,-0.26,Exclude,NA,activelayer,2,TOOL,504,3,1,24
5143,5143,TOOL_504_004,TOOL,4,504,-0.26,Keep,0,activelayer,2,TOOL,504,4,1,24
5144,5144,TOOL_505_002,TOOL,2,505,-0.36,Keep,0,activelayer,2,TOOL,505,2,1,24
5145,5145,TOOL_505_003,TOOL,3,505,-0.36,Keep,0,activelayer,2,TOOL,505,3,1,24
5146,5146,TOOL_505_004,TOOL,4,505,-0.36,Keep,0,activelayer,2,TOOL,505,4,1,24
5147,5147,TOOL_506_002,TOOL,2,506,-0.46,Keep,0,activelayer,2,TOOL,506,2,1,24
5148,5148,TOOL_506_003,TOOL,3,506,-0.46,Keep,0,activelayer,2,TOOL,506,3,1,24
5149,5149,TOOL_506_004,TOOL,4,506,-0.46,Keep,0,activelayer,2,TOOL,506,4,1,24
5150,5150,TOOL_507_002,TOOL,2,507,-0.56,Keep,0,activelayer,2,TOOL,507,2,1,24
5151,5151,TOOL_507_003,TOOL,3,507,-0.56,Keep,0,activelayer,2,TOOL,507,3,1,24
5152,5152,TOOL_507_004,TOOL,4,507,-0.56,Keep,0,activelayer,2,TOOL,507,4,1,24
6602,6602,BARR_501_001,BARR,1,501,-0.02,Keep,1,activelayer,2,BARR,501,1,1.5,24
6603,6603,BARR_501_002,BARR,2,501,-0.02,Keep,1,activelayer,2,BARR,501,2,1.5,24
6604,6604,BARR_501_003,BARR,3,501,-0.01,Keep,1,activelayer,2,BARR,501,3,1.5,24
6605,6605,BARR_501_004,BARR,4,501,-0.02,Exclude,NA,activelayer,2,BARR,501,4,1.5,24
6606,6606,BARR_501_005,BARR,5,501,-0.02,Keep,1,activelayer,2,BARR,501,5,1.5,24
6607,6607,BARR_502_001,BARR,1,502,-0.06,Keep,0,activelayer,2,BARR,502,1,1.5,24
6608,6608,BARR_502_002,BARR,2,502,-0.06,Keep,1,activelayer,2,BARR,502,2,1.5,24
6609,6609,BARR_502_003,BARR,3,502,-0.05,Keep,0,activelayer,2,BARR,502,3,1.5,24
6610,6610,BARR_502_004,BARR,4,502,-0.06,Keep,0,activelayer,2,BARR,502,4,1.5,24
6611,6611,BARR_502_005,BARR,5,502,-0.06,Keep,1,activelayer,2,BARR,502,5,1.5,24
6612,6612,BARR_503_001,BARR,1,503,-0.16,Exclude,NA,activelayer,2,BARR,503,1,1.5,24
6613,6613,BARR_503_002,BARR,2,503,-0.16,Exclude,NA,activelayer,2,BARR,503,2,1.5,24
6614,6614,BARR_503_003,BARR,3,503,-0.15,Keep,0,activelayer,2,BARR,503,3,1.5,24
6615,6615,BARR_503_004,BARR,4,503,-0.16,Keep,0,activelayer,2,BARR,503,4,1.5,24
6616,6616,BARR_503_005,BARR,5,503,-0.16,Keep,1,activelayer,2,BARR,503,5,1.5,24
6617,6617,BARR_504_001,BARR,1,504,-0.26,Keep,0,activelayer,2,BARR,504,1,1.5,24
6618,6618,BARR_504_002,BARR,2,504,-0.26,Exclude,NA,activelayer,2,BARR,504,2,1.5,24
6619,6619,BARR_504_003,BARR,3,504,-0.25,Keep,0,activelayer,2,BARR,504,3,1.5,24
6620,6620,BARR_504_004,BARR,4,504,-0.26,Keep,0,activelayer,2,BARR,504,4,1.5,24
6621,6621,BARR_504_005,BARR,5,504,-0.26,Keep,0,activelayer,2,BARR,504,5,1.5,24
6622,6622,BARR_505_001,BARR,1,505,-0.36,Keep,0,activelayer,2,BARR,505,1,1.5,24
6623,6623,BARR_505_002,BARR,2,505,-0.36,Exclude,NA,activelayer,2,BARR,505,2,1.5,24
6624,6624,BARR_505_003,BARR,3,505,-0.35,Keep,0,activelayer,2,BARR,505,3,1.5,24
6625,6625,BARR_505_004,BARR,4,505,-0.36,Keep,0,activelayer,2,BARR,505,4,1.5,24
6626,6626,BARR_505_005,BARR,5,505,-0.36,Keep,0,activelayer,2,BARR,505,5,1.5,24
6627,6627,BARR_506_001,BARR,1,506,-0.56,Keep,0,activelayer,2,BARR,506,1,1.5,24
6628,6628,BARR_506_002,BARR,2,506,-0.56,Keep,0,activelayer,2,BARR,506,2,1.5,24
6629,6629,BARR_506_003,BARR,3,506,-0.55,Keep,0,activelayer,2,BARR,506,3,1.5,24
6630,6630,BARR_506_004,BARR,4,506,-0.56,Keep,0,activelayer,2,BARR,506,4,1.5,24
6631,6631,BARR_506_005,BARR,5,506,-0.56,Exclude,NA,activelayer,2,BARR,506,5,1.5,24
6632,6632,BARR_507_001,BARR,1,507,-0.86,Keep,0,activelayer,2,BARR,507,1,1.5,24
6633,6633,BARR_507_002,BARR,2,507,-0.86,Keep,0,activelayer,2,BARR,507,2,1.5,24
6634,6634,BARR_507_003,BARR,3,507,-0.85,Keep,0,activelayer,2,BARR,507,3,1.5,24
6635,6635,BARR_507_004,BARR,4,507,-0.86,Keep,0,activelayer,2,BARR,507,4,1.5,24
6636,6636,BARR_507_005,BARR,5,507,-0.86,Keep,0,activelayer,2,BARR,507,5,1.5,24
6637,6637,BARR_508_001,BARR,1,508,-1.36,Keep,0,activelayer,2,BARR,508,1,1.5,24
6638,6638,BARR_508_002,BARR,2,508,-1.36,Keep,0,activelayer,2,BARR,508,2,1.5,24
6639,6639,BARR_508_003,BARR,3,508,-1.35,Keep,0,activelayer,2,BARR,508,3,1.5,24
6640,6640,BARR_508_004,BARR,4,508,-1.36,Keep,0,activelayer,2,BARR,508,4,1.5,24
6641,6641,BARR_508_005,BARR,5,508,-1.36,Keep,0,activelayer,2,BARR,508,5,1.5,24
6642,6642,BARR_509_001,BARR,1,509,-1.76,Keep,0,activelayer,2,BARR,509,1,1.5,24
6643,6643,BARR_509_002,BARR,2,509,-2.26,Keep,0,activelayer,2,BARR,509,2,1.5,24
6644,6644,BARR_509_003,BARR,3,509,-1.75,Keep,0,activelayer,2,BARR,509,3,1.5,24
6645,6645,BARR_509_004,BARR,4,509,-1.96,Keep,0,activelayer,2,BARR,509,4,1.5,24
6646,6646,BARR_509_005,BARR,5,509,-1.86,Keep,0,activelayer,2,BARR,509,5,1.5,24
6647,6647,BONA_501_001,BONA,1,501,-0.02,Keep,4,activelayer,2,BONA,501,1,1.5,24
6648,6648,BONA_501_002,BONA,2,501,-0.01,Keep,3,activelayer,2,BONA,501,2,1.5,24
6649,6649,BONA_501_003,BONA,3,501,-0.02,Keep,4,activelayer,2,BONA,501,3,1.5,24
6650,6650,BONA_501_004,BONA,4,501,-0.02,Keep,2,activelayer,2,BONA,501,4,1.5,24
6651,6651,BONA_501_005,BONA,5,501,-0.03,Keep,2,activelayer,2,BONA,501,5,1.5,24
6652,6652,BONA_502_001,BONA,1,502,-0.06,Keep,4,activelayer,2,BONA,502,1,1.5,24
6653,6653,BONA_502_002,BONA,2,502,-0.05,Keep,2,activelayer,2,BONA,502,2,1.5,24
6654,6654,BONA_502_003,BONA,3,502,-0.06,Keep,4,activelayer,2,BONA,502,3,1.5,24
6655,6655,BONA_502_004,BONA,4,502,-0.06,Keep,2,activelayer,2,BONA,502,4,1.5,24
6656,6656,BONA_502_005,BONA,5,502,-0.07,Keep,2,activelayer,2,BONA,502,5,1.5,24
6657,6657,BONA_503_001,BONA,1,503,-0.16,Keep,2,activelayer,2,BONA,503,1,1.5,24
6658,6658,BONA_503_002,BONA,2,503,-0.15,Keep,2,activelayer,2,BONA,503,2,1.5,24
6659,6659,BONA_503_003,BONA,3,503,-0.16,Keep,2,activelayer,2,BONA,503,3,1.5,24
6660,6660,BONA_503_004,BONA,4,503,-0.16,Keep,1,activelayer,2,BONA,503,4,1.5,24
6661,6661,BONA_503_005,BONA,5,503,-0.17,Keep,2,activelayer,2,BONA,503,5,1.5,24
6662,6662,BONA_504_001,BONA,1,504,-0.26,Keep,1,activelayer,2,BONA,504,1,1.5,24
6663,6663,BONA_504_002,BONA,2,504,-0.25,Keep,0,activelayer,2,BONA,504,2,1.5,24
6664,6664,BONA_504_003,BONA,3,504,-0.26,Keep,0,activelayer,2,BONA,504,3,1.5,24
6665,6665,BONA_504_004,BONA,4,504,-0.26,Keep,0,activelayer,2,BONA,504,4,1.5,24
6666,6666,BONA_504_005,BONA,5,504,-0.27,Exclude,NA,activelayer,2,BONA,504,5,1.5,24
6667,6667,BONA_505_001,BONA,1,505,-0.46,Keep,0,activelayer,2,BONA,505,1,1.5,24
6668,6668,BONA_505_002,BONA,2,505,-0.45,Keep,0,activelayer,2,BONA,505,2,1.5,24
6669,6669,BONA_505_003,BONA,3,505,-0.46,Keep,0,activelayer,2,BONA,505,3,1.5,24
6670,6670,BONA_505_004,BONA,4,505,-0.46,Keep,0,activelayer,2,BONA,505,4,1.5,24
6671,6671,BONA_505_005,BONA,5,505,-0.47,Keep,0,activelayer,2,BONA,505,5,1.5,24
6672,6672,BONA_506_001,BONA,1,506,-0.76,Keep,0,activelayer,2,BONA,506,1,1.5,24
6673,6673,BONA_506_002,BONA,2,506,-0.75,Keep,0,activelayer,2,BONA,506,2,1.5,24
6674,6674,BONA_506_003,BONA,3,506,-0.76,Keep,0,activelayer,2,BONA,506,3,1.5,24
6675,6675,BONA_506_004,BONA,4,506,-0.76,Keep,0,activelayer,2,BONA,506,4,1.5,24
6676,6676,BONA_506_005,BONA,5,506,-0.77,Keep,0,activelayer,2,BONA,506,5,1.5,24
6677,6677,BONA_507_001,BONA,1,507,-1.06,Keep,0,activelayer,2,BONA,507,1,1.5,24
6678,6678,BONA_507_002,BONA,2,507,-1.05,Keep,0,activelayer,2,BONA,507,2,1.5,24
6679,6679,BONA_507_003,BONA,3,507,-1.06,Keep,0,activelayer,2,BONA,507,3,1.5,24
